radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
LTE,302,610,55008,138571777,117,-79.4476586374,44.0693546886,3303,273,1,1414701337,1415014066,
LTE,302,610,55519,138757379,145,-79.4459941916,44.0768668144,3583,167,1,1414701337,1414944828,
LTE,302,610,55008,138496769,54,-79.4709989024,44.0711429756,2745,41,1,1414701337,1414945051,
LTE,302,610,55008,138496771,70,-79.4878219167,44.0704960833,228,12,1,1414701337,1414701427,
UMTS,302,610,45000,230276751,85,-79.485805,44.069771,0,1,1,1414701338,1414701355,
UMTS,302,610,45000,230276081,162,-79.486515,44.069943,60,2,1,1414701339,1414701355,
UMTS,302,610,45000,230271292,85,-79.4890943333,44.0710286667,323,6,1,1414701339,1417321617,
UMTS,302,610,45008,231060940,481,-79.446614,44.07028,0,2,1,1414701710,1414701953,
UMTS,302,610,45000,231065007,163,-79.446614,44.07028,0,1,1,1414701711,1414701953,
UMTS,302,610,45008,138571777,163,-79.446614,44.07028,0,1,1,1414701712,1414701953,
UMTS,302,610,45008,231065007,481,-79.446614,44.07028,0,1,1,1414701712,1414701953,
UMTS,302,220,45000,230281155,41,-79.4055383333,44.0101505,582,6,1,1414723259,1414723482,
UMTS,302,220,45000,230282112,451,-79.4065107143,44.0032266429,7534,14,1,1414723259,1415397931,
UMTS,302,220,45000,230281154,40,-79.4086886111,44.0242601667,1315,18,1,1414723259,1414723388,
UMTS,302,220,45000,230280583,40,-79.4149496061,44.0464141818,1736,33,1,1414723259,1414723388,
UMTS,302,220,45000,230280582,52,-79.41897125,44.0654185,389,8,1,1414723259,1414723482,
UMTS,302,220,45008,230280582,508,-79.418231,44.06863,37,3,1,1414723259,1414723482,
UMTS,302,220,45000,230282060,165,-79.4601078571,44.0614331429,110,7,1,1414723260,1415319889,
UMTS,302,220,45000,231070370,51,-79.4180845,44.068516,17,2,1,1414723260,1414723482,
UMTS,302,220,45008,231078113,508,-79.418734,44.068797,18,2,1,1414723260,1414723482,
UMTS,302,220,45000,230293221,53,-79.439307,44.0642375,20,2,1,1414723260,1414723482,
UMTS,302,220,45000,230276757,85,-79.413593,44.0416455,33,2,1,1414723261,1414723482,
UMTS,302,220,45000,230276084,51,-79.41986975,44.0685425,84,4,1,1414723262,1414723482,
UMTS,302,490,16010,854859,242,-79.4330970238,44.0698427619,769,42,1,1414758775,1414759075,
UMTS,302,490,16010,854861,258,-79.4298609211,44.0599206579,682,38,1,1414758775,1414763849,
UMTS,302,490,16010,854590,202,-79.4643508125,44.03861975,3664,16,1,1414758776,1414943257,
UMTS,302,720,60075,1593215,490,-79.4363755714,44.0760997143,66,7,1,1414758776,1414759065,
UMTS,302,490,16010,1593215,218,-79.435757,44.076329,0,1,1,1414758777,1414759065,
UMTS,302,490,16010,857340,274,-79.445753875,44.068841,3036,8,1,1414758778,1416077589,
UMTS,302,490,16010,854749,170,-79.46691,44.0354645625,3963,16,1,1414763671,1414943257,
UMTS,302,610,45000,230269987,484,-79.4457157778,44.0753486667,628,18,1,1414804111,1414804515,
UMTS,302,610,45000,231060940,160,-79.447024,44.076486,0,1,1,1414804112,1414804216,
UMTS,302,610,45000,230270885,152,-79.4411363333,44.0757836667,32,3,1,1414804112,1414804216,
UMTS,302,610,45000,231056984,53,-79.443966,44.0731053333,448,3,1,1414804113,1414804216,
UMTS,302,610,45000,230282058,163,-79.44730525,44.07618675,54,4,1,1414804113,1414804515,
UMTS,302,610,45000,230272058,163,-79.4511273333,44.0716914667,219,15,1,1414804114,1414804217,
UMTS,302,610,45008,231063981,509,-79.4428855556,44.0742616667,560,9,1,1414804114,1414804216,
UMTS,302,610,45008,230269987,509,-79.4423631667,44.077133,379,6,1,1414804114,1414804515,
UMTS,302,610,45000,230271870,484,-79.4451753333,44.0751165556,410,9,1,1414804114,1414804216,
UMTS,302,610,45000,231063981,160,-79.443783,44.078051,0,1,1,1414804115,1414804216,
UMTS,302,610,45000,230276071,152,-79.447024,44.076486,0,1,1,1414804115,1414804216,
UMTS,302,610,45000,230271290,160,-79.44857275,44.0750663125,473,16,1,1414804115,1414804217,
UMTS,302,610,45008,231056984,432,-79.447024,44.076486,0,1,1,1414804117,1414804216,
UMTS,302,610,45000,230270584,53,-79.439906,44.0701904,827,5,1,1414804117,1414874185,
UMTS,302,610,45000,230288293,163,-79.44785,44.0701054,77,5,1,1414804118,1414804216,
UMTS,302,610,45008,230271870,432,-79.447024,44.076486,0,1,1,1414804118,1414804216,
UMTS,302,610,45008,230270584,509,-79.442735,44.0701,0,1,1,1414804119,1414804216,
UMTS,302,220,45000,230278440,237,-79.4730342903,44.0531786129,768,31,1,1414856784,1415319889,
UMTS,302,490,16010,855001,162,-79.4345701385,44.0087257385,4044,65,1,1414860474,1414862523,
UMTS,302,490,16010,854999,146,-79.4069542143,44.0136115714,219,14,1,1414860475,1414860644,
UMTS,302,490,16010,854752,495,-79.4498914211,44.0030456316,1782,57,1,1414860941,1414861255,
UMTS,302,490,16010,854619,408,-79.4669511,44.0003916,190,10,1,1414861247,1414862224,
UMTS,302,490,16010,854570,130,-79.4669668108,44.0040006216,1022,37,1,1414861247,1414862475,
LTE,302,610,55008,138553602,65,-79.4781776667,44.0582236667,3580,9,1,1414874129,1415013824,
LTE,302,610,55008,138427395,37,-79.42881,44.0659704516,10251,62,1,1414874129,1414944828,
LTE,302,610,55008,138482179,61,-79.430541,44.068252,0,1,1,1414874130,1414874185,
UMTS,302,610,45008,231063980,508,-79.430093,44.067829,0,1,1,1414874130,1414874185,
LTE,302,610,55519,138757378,137,-79.414174,44.04269275,680,4,1,1414874130,1414874185,
LTE,302,610,55008,138427393,21,-79.4198335862,44.0653586552,878,29,1,1414874130,1414944828,
UMTS,302,610,45000,230282846,53,-79.430093,44.067829,0,1,1,1414874131,1414874185,
UMTS,302,610,45000,230293171,53,-79.430093,44.067829,0,1,1,1414874131,1414874185,
LTE,302,610,55008,138585858,122,-79.4160275,44.0489055,29,2,1,1414874131,1414874185,
UMTS,302,610,45000,230276086,53,-79.430093,44.067829,0,1,1,1414874132,1414874185,
UMTS,302,610,45000,231063980,53,-79.430093,44.067829,0,1,1,1414874132,1414874185,
UMTS,302,610,45000,230280584,53,-79.430093,44.067829,0,1,1,1414874133,1414874185,
UMTS,302,610,45000,230282203,48,-79.430093,44.067829,0,1,1,1414874134,1414874185,
UMTS,302,610,45000,230272203,48,-79.430093,44.067829,0,1,1,1414874134,1414874185,
LTE,302,610,55008,138483459,64,-79.4057085,44.008501,30,2,1,1414944798,1414945051,
LTE,302,610,55008,138457092,443,-79.4557395,44.060364,60,2,1,1415013811,1415013824,
LTE,302,610,55008,138457091,52,-79.469825,44.0572318,229,5,1,1415013811,1415013824,
LTE,302,610,55008,138904323,190,-79.47568675,44.05589175,317,8,1,1415013811,1415013824,
LTE,302,610,55008,138457089,36,-79.4617265,44.0590079,336,10,1,1415013811,1415014066,
LTE,302,610,55008,138553603,73,-79.5116214,44.0478478,670,10,1,1415013813,1415014066,
UMTS,302,610,45000,230283353,274,-79.5563920909,44.0378826364,1982,11,1,1415013813,1415014066,
UMTS,302,610,45000,230271349,273,-79.5249908182,44.0439157273,467,11,1,1415013813,1415014066,
LTE,302,610,55008,138904324,452,-79.4852185556,44.0538563333,406,9,1,1415013814,1415013824,
UMTS,302,220,45000,230293300,161,-79.487841,44.0636258333,344,6,1,1415225464,1415226895,
UMTS,302,220,45000,230293192,161,-79.4844666596,44.0634891915,499,47,1,1415225554,1416958043,
UMTS,302,220,45000,230278442,235,-79.484165,44.0583324545,474,22,1,1415225554,1416624342,
UMTS,302,220,45000,230276080,161,-79.48423725,44.06381775,46,4,1,1415226732,1415226895,
UMTS,302,220,45000,230281291,161,-79.497993759,44.0516829398,2296,83,1,1415226732,1415228601,
UMTS,302,220,45000,230293305,483,-79.5037849375,44.056195,1223,16,1,1415226732,1415226770,
UMTS,302,220,45000,230293205,356,-79.4589373333,43.9981076667,36,3,1,1415319865,1415319889,
UMTS,302,220,45000,230293204,356,-79.4584648333,43.9966576667,105,6,1,1415319865,1415319889,
UMTS,302,220,45000,230293292,355,-79.4338604719,44.008247573,2750,89,1,1415319867,1415481762,
UMTS,302,220,45000,230293499,380,-79.46431375,44.02071525,51,4,1,1415319868,1415319889,
UMTS,302,220,45008,231075059,508,-79.428648,44.077264,52,4,1,1415413957,1415414078,
UMTS,302,220,45008,230282846,509,-79.433214,44.0706345,17,2,1,1415413957,1415414078,
UMTS,302,220,45000,230293329,48,-79.4293030667,44.0550334,350,15,1,1415413958,1415414049,
UMTS,302,220,45000,230293330,49,-79.4267217619,44.0486898095,921,21,1,1415413958,1415481954,
UMTS,302,220,45000,230293331,50,-79.4406684348,44.0443547391,891,23,1,1415413958,1415414049,
UMTS,302,220,45008,231059700,481,-79.4251256667,44.0718776667,89,6,1,1415481731,1415481954,
UMTS,302,220,45000,230293277,53,-79.4194044615,44.0617508462,287,13,1,1415481731,1415481762,
UMTS,302,220,45000,230293278,51,-79.4167965185,44.0507816296,1326,27,1,1415481731,1415481762,
UMTS,302,220,45000,230276765,40,-79.41118625,44.03307375,90,4,1,1415481731,1415481954,
UMTS,302,220,45000,230293290,40,-79.4093151837,44.0218666122,1589,49,1,1415481731,1415481762,
UMTS,302,220,45000,230293312,42,-79.44455325,44.004902375,130,8,1,1415481732,1415481954,
UMTS,302,220,45000,230293313,357,-79.4641989767,43.9985902791,625,43,1,1415481732,1415481762,
UMTS,302,220,45000,230270186,354,-79.4585075,43.991111,7,2,1,1415481732,1415481954,
UMTS,302,220,45000,230281931,356,-79.4584363333,43.9913283333,33,3,1,1415481732,1415481954,
UMTS,302,220,45000,230276064,354,-79.4587913333,43.9921873333,41,3,1,1415481732,1415481954,
UMTS,302,220,45000,230293297,265,-79.4684625,44.003604,16,2,1,1415481733,1415481954,
UMTS,302,220,45000,230270889,376,-79.4732098571,44.0237838571,122,7,1,1415481733,1415481954,
UMTS,302,220,45000,230276069,377,-79.4691513077,44.0064204615,332,13,1,1415481734,1415481762,
UMTS,302,220,45000,230276067,357,-79.4584425,43.991484,15,2,1,1415481734,1415481954,
UMTS,302,490,16010,857341,282,-79.4834550313,44.06402125,351,32,1,1416077392,1416077453,
UMTS,302,490,16010,857339,266,-79.4843852105,44.0694341053,300,19,1,1416077392,1416077453,
UMTS,302,220,45000,230293335,166,-79.4859437,44.0568099,99,10,1,1416624212,1416624342,
UMTS,302,220,45000,230267531,235,-79.486584,44.057578,0,1,1,1416624217,1416624485,
UMTS,302,220,45000,230288152,483,-79.4981042667,44.0590906,939,15,1,1416782101,1416782339,
UMTS,302,220,45000,230271144,381,-79.453013,44.038392,0,2,1,1416872819,1416872966,
UMTS,302,220,45000,230278435,236,-79.481577,44.0593623333,104,6,1,1416958026,1416958317,
LTE,302,220,55008,138496513,51,-79.489348882,44.0345673876,4214,178,1,1417050534,1417531525,
UMTS,302,220,45000,138496513,154,-79.490846625,44.0336815,30,8,1,1417051048,1417293510,
LTE,302,220,55008,138369795,19,-79.4861918144,44.0371345429,1024,361,1,1417053456,1417405939,
LTE,302,220,55008,138369794,11,-79.4630174179,44.0389956567,1005,67,1,1417151003,1417293510,
LTE,302,220,55008,138482179,61,-79.4444928947,44.0435189474,1572,19,1,1417151003,1417216998,
LTE,302,220,55008,138553603,73,-79.4957580435,44.0378953913,1371,23,1,1417201676,1417387699,
LTE,302,220,55008,138786081,106,-79.44735,44.042471125,176,8,1,1417216950,1417216963,
LTE,302,220,55008,138585859,130,-79.43155525,44.046468625,1117,16,1,1417216950,1417216998,
LTE,302,220,55008,138585858,122,-79.4206003333,44.0485190417,539,24,1,1417216950,1417293510,
LTE,302,220,55008,139200515,46,-79.4136734,44.0411358286,1156,35,1,1417216950,1417293251,
LTE,302,220,55008,138483458,56,-79.4061875455,44.0117184545,505,11,1,1417216950,1417293510,
LTE,302,220,55008,138483459,64,-79.405625625,44.00813,257,8,1,1417216950,1417216963,
LTE,302,220,55008,138483457,48,-79.4090135111,44.0243729778,1663,45,1,1417216950,1417293251,
LTE,302,220,55008,138576897,90,-79.3999281935,44.0002791613,786,31,1,1417216950,1417293251,
LTE,302,220,55008,138369793,3,-79.45191725,44.041194375,186,8,1,1417216951,1417216963,
LTE,302,220,55008,139200514,38,-79.4099818333,44.0282815,219,6,1,1417216951,1417216963,
LTE,302,220,55008,138427394,29,-79.414945,44.0479123333,259,3,1,1417293238,1417293510,
LTE,302,220,55008,138553601,57,-79.4991413333,44.0697103333,28,3,1,1417321082,1417369759,
LTE,302,220,55008,138496769,54,-79.4857795385,44.0771010769,518,39,1,1417321082,1417369505,
LTE,302,220,55519,138757379,145,-79.4905452,44.0722841111,1236,45,1,1417321082,1417369505,
LTE,302,220,55008,138608673,73,-79.4865885,44.080343,15,2,1,1417321082,1417369759,
LTE,302,220,55504,138890754,128,-79.4887058824,44.0834079412,276,17,1,1417321083,1417369759,
UMTS,302,220,45008,231056985,433,-79.507768375,44.092538,183,8,1,1417321083,1417369759,
UMTS,302,220,45008,231056986,433,-79.5184543056,44.10299575,1360,72,1,1417321083,1417369505,
UMTS,302,220,45008,231057769,297,-79.5517068383,44.1124559341,1921,167,1,1417321083,1417369505,
UMTS,302,220,45008,231056984,432,-79.4997178857,44.08841,696,35,1,1417321084,1417369759,
UMTS,302,220,45008,231063900,297,-79.5684820976,44.1029396829,1180,41,1,1417321086,1417369505,
UMTS,302,220,45008,231063901,20,-79.5722303704,44.099562,278,27,1,1417321086,1417369759,
LTE,302,220,55519,139045378,263,-79.5705552308,44.1001207692,271,26,1,1417321089,1417369505,
LTE,302,220,55519,139045377,,-79.5663810577,44.1054931731,503,52,1,1417321089,1417369505,
UMTS,302,220,45008,231067769,297,-79.5475310299,44.1122387479,2128,234,1,1417321089,1417369505,
UMTS,302,220,45008,231066986,434,-79.513601013,44.0988778961,1082,77,1,1417321092,1417369505,
UMTS,302,220,45008,231066984,434,-79.4926564507,44.0849819296,898,71,1,1417321092,1417369505,
UMTS,302,220,45008,231066985,434,-79.5041056957,44.0899996957,280,23,1,1417321092,1417369505,
UMTS,302,220,45008,230293007,283,-79.4996215263,44.0697189474,593,38,1,1417321092,1417369759,
UMTS,302,220,45008,230279990,432,-79.4865076667,44.0796736667,30,3,1,1417321093,1417369759,
UMTS,302,220,45000,230293007,162,-79.491480375,44.071513875,145,8,1,1417321095,1417369759,
UMTS,302,610,45000,230293305,483,-79.5039349259,44.0669832037,1654,54,1,1417321528,1417321618,
UMTS,302,220,45008,231059691,300,-79.5052372273,44.0938575455,2000,22,1,1417321529,1417321617,
UMTS,302,610,45008,231059701,482,-79.5057048889,44.0925861111,1008,9,1,1417321529,1417321617,
UMTS,302,220,45008,231077512,297,-79.5524501176,44.1129676078,2313,51,1,1417321529,1417321618,
UMTS,302,610,45008,231077837,434,-79.5151039565,44.1004257826,1140,23,1,1417321529,1417321617,
UMTS,302,610,45008,231063900,19,-79.5674334545,44.1040888182,390,11,1,1417321529,1417321617,
UMTS,302,610,45000,230293279,53,-79.4863643333,44.0792243333,124,3,1,1417321530,1417321617,
UMTS,302,610,45000,230283313,162,-79.4852123333,44.0730776667,70,3,1,1417321530,1417321617,
UMTS,302,610,45008,231070371,509,-79.489516125,44.071839375,126,8,1,1417321530,1417321617,
UMTS,302,220,45008,231078473,20,-79.570017,44.1003212,209,5,1,1417321530,1417321617,
UMTS,302,610,45008,231067770,298,-79.56402,44.108545,0,1,1,1417321530,1417321617,
UMTS,302,220,45008,231077836,433,-79.50528325,44.09060675,177,4,1,1417321530,1417321617,
UMTS,302,610,45008,231077835,432,-79.4930859231,44.085086,881,13,1,1417321530,1417321617,
UMTS,302,610,45000,230293311,355,-79.4872186667,44.0816136667,50,3,1,1417321531,1417321617,
UMTS,302,610,45008,231078472,19,-79.5667335,44.1049155,355,6,1,1417321531,1417321617,
UMTS,302,610,45008,231067926,300,-79.546935,44.113466,77,4,1,1417321531,1417321617,
UMTS,302,610,45000,230269990,158,-79.485627,44.0756974286,285,7,1,1417321534,1417321617,
UMTS,302,610,45000,230276010,485,-79.505183,44.0455106,733,15,1,1417321534,1417321617,
UMTS,302,220,45008,231079059,74,-79.486909,44.072514,0,1,1,1417321534,1417321617,
UMTS,302,610,45000,230281292,162,-79.48508,44.072932,0,1,1,1417321534,1417321617,
UMTS,302,610,45008,231079059,74,-79.495305,44.0706415,62,2,1,1417321536,1417321617,
LTE,302,220,55008,138496771,70,-79.489046,44.070677,0,1,1,1417369465,1417369759,
UMTS,302,220,45000,231070371,162,-79.488456,44.0721848,108,5,1,1417369472,1417369759,
LTE,302,220,55008,138369796,446,-79.4789243333,44.0398196667,107,6,1,1417378876,1417387699,
